log_id,x1,x2
0,0.150000000000,0.200000000000
1,0.800000000000,0.800000000000
2,0.500000000000,0.470000000000
3,0.049007616179,0.530143085964
4,0.032840006803,0.822440921577
5,0.009889001557,0.021225759183
6,0.403187416523,0.659600942444
7,0.755913567434,0.568625298395
8,0.654782647981,0.203553165450
9,0.057191375332,0.350040408905
10,0.845987941664,0.273936457668
11,0.592906088008,0.649156175482
12,0.891989475848,0.346479939113
13,0.936147680207,0.759921486817
14,0.952185669871,0.137599964437
15,0.654776330024,0.379082520121
16,0.606419530298,0.200603137695
17,0.448931151902,0.950577238831
18,0.016115226988,0.089365274039
19,0.926628777196,0.879988835771
20,0.885396657149,0.035009311729
21,0.532958759418,0.004543746450
22,0.359017356088,0.742655931523
23,0.644553057725,0.975361094144
24,0.663207775785,0.384255186464
25,0.819009593771,0.284395555536
26,0.196329973179,0.496830362243
27,0.448367577694,0.286093514711
28,0.458055108934,0.472512945948
29,0.355405748161,0.738114066033
30,0.745588203643,0.416821398167
31,0.483267091542,0.031676784706
32,0.242904300057,0.949456779178
33,0.235751732463,0.196800688548
34,0.813046819132,0.297354932318
35,0.592747618519,0.206121676742
36,0.430357189981,0.382547538737
37,0.003675182503,0.272934391535
38,0.118402219237,0.295855125355
39,0.067700093407,0.619547408997
40,0.718978884943,0.609268548161
41,0.354278334515,0.996485114282
42,0.235812750748,0.131148311778
43,0.446804553211,0.292674893768
44,0.444991454997,0.159011524379
45,0.662065853344,0.313996359285
46,0.565592990637,0.886525194751
47,0.713716153393,0.602158806368
48,0.156514683268,0.823034673285
49,0.799504082983,0.376108253130
50,0.695848131447,0.655599663834
51,0.981860008107,0.333136298036
52,0.874998158932,0.865970345745
53,0.342933833288,0.398840258067
54,0.910126194197,0.900200420094
55,0.223920841117,0.440237503837
56,0.297664299837,0.670403486315
57,0.404834791818,0.143665965934
58,0.373654069394,0.528334944107
59,0.737435842154,0.312597128026
60,0.543384883186,0.284589062288
61,0.894695311006,0.366421501191
62,0.368856816999,0.599695984344
63,0.857845845480,0.601414681003
64,0.593564776111,0.831954856561
65,0.070829331962,0.629049938994
66,0.426603443025,0.127467684482
67,0.080209983505,0.570635407055
68,0.283041282608,0.693709037278
69,0.624448441811,0.565068896122
70,0.790503927044,0.141472474957
71,0.319543561398,0.749631266794
72,0.839502864307,0.420547465345
73,0.347425607594,0.343088381452
74,0.037582493672,0.229433317955
75,0.130897748487,0.833968989947
76,0.180390652097,0.943408490093
77,0.054718625305,0.660340606018
78,0.339129153393,0.203419960626
79,0.168324771203,0.059280606273
80,0.678950010908,0.008891684940
81,0.071395501081,0.799274034508
82,0.310206961959,0.725740405398
83,0.233570748504,0.254727259250
84,0.334006815334,0.409660969056
85,0.368479831720,0.015522879143
86,0.269860530213,0.468711194670
87,0.887299761683,0.902516022011
88,0.701429796652,0.268347410557
89,0.439697826913,0.875547854947
90,0.795520904584,0.034325610990
91,0.158588069912,0.479646947234
92,0.641187152994,0.331428655722
93,0.922530906395,0.245455517617
94,0.271346953676,0.211549188253
95,0.620846627089,0.146166879698
96,0.000753501056,0.745821394863
97,0.618590308964,0.143221753221
98,0.191587009029,0.037725012783
99,0.848901691679,0.200766504134
100,0.003872045230,0.070945988625
101,0.477903401010,0.087373574174
102,0.497388164982,0.544303394241
103,0.660208793617,0.434848491658
104,0.980057762430,0.961241832075
105,0.836263873171,0.719512964798
106,0.557580853201,0.861339600658
107,0.567330499678,0.574919914384
108,0.840154923298,0.318133938716
109,0.870109774168,0.518497718137
110,0.624705248621,0.875292013790
111,0.353749013150,0.984556595656
112,0.326980675208,0.945946602592
113,0.043535908181,0.415459111157
114,0.965515915054,0.337753991116
115,0.488702866788,0.044419860781
116,0.794672236513,0.689685992968
117,0.347767407062,0.690630019254
118,0.977001796151,0.676247822133
119,0.459311752712,0.529023702399
120,0.451087623973,0.724506956746
121,0.229784965441,0.799486420265
122,0.773308131275,0.272075965588
123,0.259077813289,0.327212113495
124,0.717050700683,0.201208504162
125,0.644525079624,0.288933107968
126,0.336134243827,0.222799929651
127,0.475636499757,0.150160618068
128,0.623810660327,0.568815298254
129,0.493364244596,0.665941529804
130,0.143336151078,0.526587879022
131,0.493511412536,0.414405996953
132,0.478531373775,0.509576916632
133,0.153034101780,0.877638672156
134,0.593412121933,0.529584062964
135,0.909026351699,0.211319799366
136,0.583265510206,0.791196927308
137,0.896024960334,0.162492913980
138,0.806073309037,0.209396926298
139,0.308262898541,0.708332828306
140,0.623086038638,0.513366472033
141,0.790835603490,0.467828770292
142,0.120104138796,0.422600321694
143,0.106728665305,0.281550979032
144,0.479337178682,0.783854159672
145,0.943443067849,0.749084080876
146,0.422188103519,0.093605842634
147,0.554330614239,0.342601575260
148,0.278305512173,0.835076757297
149,0.058802681378,0.701749752902
150,0.373661378971,0.096492809169
151,0.585539201731,0.018830028548
152,0.400794148403,0.482943395413
153,0.274101861190,0.933294729052
154,0.786224748946,0.781793291372
155,0.224967738967,0.881185944302
156,0.053180827550,0.496345890234
157,0.378351261147,0.876185615059
158,0.352827075309,0.231685273139
159,0.123063011086,0.102195017953
160,0.189463925833,0.198263708578
161,0.646752544574,0.565939605851
162,0.645455602312,0.731740799216
163,0.558082518185,0.987655205291
164,0.527582097064,0.993539716639
165,0.748933964054,0.894724968383
166,0.174535649461,0.325250249680
167,0.862586292332,0.808231867115
168,0.785182729599,0.115883623757
169,0.919929398449,0.907793424617
170,0.173761375107,0.490555860398
171,0.425539472391,0.931022904734
172,0.122332789572,0.406754221787
173,0.816650288316,0.999506762693
174,0.644892744844,0.939679088186
175,0.489555211737,0.770906446485
176,0.352399922059,0.254757253806
177,0.565389685987,0.785735766447
178,0.366860335105,0.421880427375
179,0.624180288653,0.144558590916
180,0.190255450203,0.596107668121
181,0.291832987549,0.296516102825
182,0.219061494495,0.709975049057
183,0.666941042370,0.876055556183
184,0.646218446790,0.880444591203
185,0.047832332151,0.804721825632
186,0.524690799957,0.615579098797
187,0.732230626017,0.067552011276
188,0.037643936854,0.027558447636
189,0.408274635860,0.631642381385
190,0.944063393737,0.364082442799
191,0.722172764515,0.846321015337
192,0.186407321158,0.484109333894
193,0.281101212148,0.950116772188
194,0.529836583924,0.430037907802
195,0.244864964980,0.060591490741
196,0.981945074230,0.346489136397
197,0.026699851157,0.232760544401
198,0.973885261518,0.144446646030
199,0.081538074450,0.367219790789
